content,score
kenapa setiap aku bikin story di WhatsApp tu ga hd? padahal uda di update,5
Fiturnya share screen tida ada si HP saya,4
membantu berkomunikasi lbh cepat,5
bagus tapi saya tidak ada meta ai seperti yang lain,5
"tidak bisa buka grup,pas dibuka malah keluar dari aplikasi,padahal dulu gak kayak gitu,tolong dihapus bug nya",2
Bgus sekali,5
"Gak ngerti deh, aku rajin update tpi fitur musik di aku gak ada. d org2 udh dri lama ada",4
whatsapp ini bagus,4
Lumayan,5
Bgus,4
gjls tiba tiba ngeblokir akun WhatsApp gw,5
Bagus 👌👌👌,5
"Hallo kak, mau protes dikit kok apk whatsAp nya gk bisa di gandain ya Skrang?? Tolong dong di perbaiki",1
pulihkan akun saya,1
bagus banget,5
"Kenapa whatsapp makin sering update kok malah jelek,dari kirim chat yang delay dan tidak bisa unduh media, padahal jaringan full.semenjak ada fitur AI kinerja nya malah makin buruk. Maaf 🙏mohon di tanggapi. Terimakasih.",1
good aplikasi,5
"sejauh ini bagus, tapi bisakah anda menambahkan beberapa pilihan filter ketika melakukan panggilan video?",5
Ok,5
Developer gue minta emo truk molen dong 😫,5
Keblokir terus,1
bagus,5
Bagus,5
"Semuanya sudah bagus Tapi boleh minta suatu fitur? Tolong dibuatkan fitur timer pada saat vc atau call. Karena saya sering sleepcall dgn pacar saya, ketika bangun hp saya panas dan lowbat. Saran saya tolong dibuat mode timer pada vc atau call ini, karena tentunya akan lebih memudahkan penggunanya dan hp tidak panas atau lowbat Terimakasih",5
ga bisa berkata-kata lagi intinya bagus banget aplikasi WhatsApp ini,5
the bes,5
Bagus,5
kenapa ya gk bisa buat status di wa,4
gk ada yg ngechat🗿,5
Bagus,5
fantastik babe,5
"Sya kasih bintang 3 dlu yaa,,klw mmbaik tk kasih bintang 5",3
bagus banget fiturnya,5
Bisa contoh,5
"aplikasi nya GK terlalu berguna, gak ada satupun cewek yg CHAT demen Ama gue",3
kadang ga langsung kekirim pesan nya padahal jaringan bagus,5
Saya mau menghilangkan meta al,5
Ok,5
Sekarang penyimpanan data gak bisa dihapus seluruhnya ... Lama lama memakan banyak ruang,1
Ini gimana ya WA sekarang status orang belum dilihat dan udah tiba2 ilang. Mohon jawabannya,1
Mana meta AI gw,1
parah skrng baru ngechat 1-3 kontak lngsng kena banned,3
Okesip,5
"Jngn sering""up dong",3
semenjak di update tidak bisa kirim text ke group tidak bisa upload story... paraaaah,1
wa knapa skrng gini wa w yg penting grup² sklah chat nya pda ilank yg bru² tolong donk di perbaiki tgas² pda ilank yg ada di jd nya chat yg lma² doang yg bru aku chat ilank semua tolong ya tugas ku ilank nih bhkan sluran jg dah buat 5 kli knp jd gini???????????????????????????,2
Sangat cocok untuk semua manusia,5
baik,3
"kenapa watsap nya ga bisa d gunakn..sya kira hp nya,",3
"seru jir, udah ada meta ai nya , lucuk bgt lagi",5
"Aku kasi bintang dua aja karna ada fitur once, aku gasukaa, buar dev mohon hilangkan yaa Soalnya fiturnya bikin pacarku sering kirim pap once, aku jadi gabisa liat pap manisnya lamaa.",2
"di aku kok fitur lagu di status gak ada ya? padahal udah otomatis upgrade, tapi gak ada fitur ini.",4
jadi eror sekarang wa nyah masa gangguan trs,5
Ujj,5
"tolong perbaikin secepatnya, saya ga bisa kirim pesan dan foto/video ke channel WhatsApp saya",1
Bagus,4
sehari aktif dan besok nya kena spam .ingin d tinjau,1
Bguus,5
Bagus,5
Akun whatsaap saya keblokir permanentanpa alasan yang jelas,1
Kenapa sih skrg updatean status jadi tidak urut sesuai waktu.,2
bagus,5
"kenapa sekarang gak bisa telpon lgi?, setiap nelpon pasti memanggil",1
agak terlambat update di hp ku,5
bagus bagus,5
Ok Cari tempat,5
Bagus Bagus,5
Sangat membantu,5
untuk mengunggah video/foto distatus kurang HD,4
Bagus,5
★★★★★,5
keren,5
Akan jauh lebih baik lagi jika status whatsapp dapat menambah daftar list : siapa yg dapat melihat pembaruan status saya (secara custom) perbanyak list akan jauh lebih baik.,4
Saya sudah lama sekali tidak mendapatkan verifikasi WhatsApp,2
Aktifkan WA,5
kenapa WhatsApp saya tidak memiliki meta Al padahal WhatsApp saya udah update,2
Good,5
bagus,4
ok,5
Ok terimakasih,1
Bagus banget aku suka,5
Wa masih di spam gimana yah,5
semoga fitur status nya beda,5
Assalamualaikum,5
Tidak ada chat tema default,3
Oke hallo,5
🤏🏻🤏🏻,5
Keren,5
Jadi sujadi jeduk,1
Versi yg baru kaga jelas ngirim foto jadi loading/lama padahal memori internal masih banyak.....ASU🤬🤬🤬😡😡😡😡,1
Mantap,1
"whatsapp semakin bagus , dan kalau bisa untuk aplikasi WhatsApp yang lama tetap ada di play store, agar handphone android 5 atau android dibawah 5 bisa menggunakan WhatsApp yang versi lama, biar ada pilihan menggunakan versi yang sesuai selera, karena sekarang banyak handphone yang tidak bisa menggunakan WhatsApp lagi.",5
kenapa nmr wA saya selalu ada masalah pada hal sudah berbagai cara saya lakukan sesuai petunjuk namun tetap saja tidak bisa mohon bantuanya,5
"Aneh banget , gara2 salah menandai spam ke nomor wa saya, gak bisa lagi menggunakan Whatsappnya🤧🤧, gemana ini😥😥😥",1
Bagus bgt bisa chat org tanpa batas,5
Kalau mau putar pesan suara malah mati sendiri stop² sendiri kadang gk sampai selesai dengerin nya,3
buat telpon kadang gak ada suaranya,1
Baik Dan Bagus selajutnya srmoga Lancar.dan normal lembali,4
mantaf,5
Mantap,5
Ok,4
gіmᥲᥒᥲ ᥴᥲrᥲ ᥒᥡᥲ ᥲ⍴ძᥱ𝗍,5
"whatsapp crash, udh cari rau caranya tapi tetap gk bisa",2
"Ini gimana sih, habis ke update malah ngebug. Ga bisa dibuka WA nya.",1
Eere,2
"Jangankan video buat story, hasil rekaman dari aplikasi wa sendiri mau di kirim ke chat tulisannya ""format file tidak didukung""",1
Debest,5
Sering eror,1
Karna wa ini sangat penting,1
Al aku dillakuin,5
mantap,4
"WhatsApp sekarang jelek banget,kalo ngehapus story gak bisa",2
Se orang kuli,5
alhamdulillah tak pernah ada masalah...,2
Ribet harus perbaharui terus,1
Sering terlambat update terbaru di aplikasi wa,3
Saya,5
Mokm,5
more easy,5
best,5
Mantap,5
😍😍😍😍😍😍😍,5
gbisa di update,1
Warsap saya kadang aktif kadang hilang bagai mana warsapp ga hilang hilang,1
Jjjjjooooosssss,5
Bagus banget,5
menghambat kerjaan orang ini WA makin lama makin ga jls #KENAPA GA BISA TAUTIN KODE KE PERANGKAT TERTAUT Aing sebagai hosting kecewa sama WA,1
Apk nya bagus sekali 🗿,5
Nohon kalau update kalo bisa 3 bulan sekali,5
Sangat baik aplnya,5
Mantqp,5
makin update makin gak jelas ini apk 😏,1
sip ze,5
tidak bisa di updatee,3
entahla,5
Saya suku,5
Dikit dikit suruh apdate,2
Bagus terima kasih 🤍,5
Whatsapp pink version kapan rilis ke semua akun???,3
gak bisa di bukak katanya akun tidak bs di gunakan padahal saya butu akun saya,3
"akun saya terblokir permanen dan bukan karena kesalahan saya, seseorang peretas memasuki akun WhatsApp saya dan melanggar aturan. saya ingin mengajukan permohonan untuk membuka blokir saya tapi pesan yang saya kirim tidak bisa terkirim. sudah beberapa hari WhatsApp saya tidak bisa terbuka,tolong beri penjelasan/buka blokir untuk akun WhatsApp saya, sangat di sayangkan aku saya sangat penting💔 terimakasih. BARU BARU INI NOMOR WHATSAPP SAYA TERBLOKIR SEMENTARA DAN TIDAK BISA MASUK KEMBALI!🤬",1
Tolong ya klo blokir karena spam jangan lama lama,2
k. O,4
Sangat membantu sekali dalam komunika.. dengan semuanya.. Makasi ya aplikasinya Sukses selalu,5
bagus,5
"Nursiti whstsapp ,,, lahalu,ngaeni",5
"Kalo nge pin pesan ngga bisa di sembunyikan, jadi selalu ketahuan sama si dia, mwehehe",3
good,5
bagus,5
Jelek kd bagus hapus ja aplikasi kont0l,1
Sangat senang,5
Mantap,3
"Mengapa akun whatshap saya tidak bisa di pakai,dan tertulis apk whatshap tidak resmi,tolong pulihkan kembali whatshap saya",1
aku mau update tapi kok mau banyak yg di apuss,5
Ok,5
Semoga makin bagus,5
Masalah virtex,1
Knapa akun wa saya di blokir trus tiap hari,1
apk jelk suka fitnah fitnah uuu,1
Baik sekali,4
Tidak bisa mencadangkan chat kenapa untuk mencadangkan chat tidak bisa dan bermasalah tidak bisa menginstal aplikasi,2
Knp akun saya tidak bisa masuk,5
wa nya susah,1
Bagus,2
Aku suka wa,5
Wa bikin setatus live dong,4
Bagus sekali tidak pernah mengecewakan,5
"Berkali kali kena blokir karena spam, padahal saya gak pernah melakukan tindakan yang melanggar aturan, parah emang",1
Min tolong wa saya bug gabisa dibuka,4
"sudah bagus tapi durasi status video tolong di perpanjang minimal 1 menit 
jangan 30 detik",5
mantap aplikasinyaa makin maju dehhh semangat breyy,5
"sering bgt akun saya keblokir alasannya karena spam pdhl saya ga ngelakuin apa apa,pernah sehari bisa dapet 4 kali keblokir",1
Tapi aku mau ada mate Al nya,5
Bagus sekali,5
Lama kalo mau bikin stts,1
👍👍👍👍👍👍👍👍👍👍,5
Ngarit,5
.z,1
Wa saya kok gak bisa ada musiknya padahal udah saya update,4
Mael,3
bagus membantu,5
Bagus banget,5
Mantap sangat membantu,5
lumayan baik,4
"Kenapa kontaknya suka ilang terus sih capee tw nge sv ulang! Rugi kontak"" penting pada ilang",2
"Min, tolong dong akun saya diaktifkan lagi...kenapa sering terblokir karena spam ya min...padahal saya pakai HP yg nomor HP yg biasa di daftarin di WhatsApp... sebelumnya tidak begini kenapa sekarang malah di blokir ya min??",4
Karena kamu temennya facebook,5
Upload status video masih buram gak jernih kayak di t*kt*k. Ada solusi......,3
Sangat memuaskan,5
"whatsapp sekarang knp sih, susah bgt buat ngirim chat, dsb lemot banget jamkot (jam kotak), hbis itu ad ❗️ di sblh cht gimana nih, diperbaiki lah minimal udah lumayan lama kyak gini nih bikin aktivitas keganggu aja",3
Apk burik 🗿 mending wa.gb enak status wa jernih hd lah ini burik😭,2
Bagus,5
Wea,2
👍👍👍,5
Sangat membantu sekali dalam informasi,5
"Halo tim whatsapp jadi saya sudah menggunakan whatsapp versi terbaru,,, tetapi akun whatsapp saya tidak muncul fitur efek panggilan video, atau fitur baru dari whatsapp video call dengan efek, filter dan latar belakang.. mohon bantuannya untuk masalah saya.. terimakasih",5
bagus,5
Mantap,5
Emang bagus kok bisa untuk wa teman dan orang tua,5
mau bikin status/story vidio atau foto jadi jelek 😠,3
perbaiki bnyk bug disni gw of gw ga bisa liat orng yg bikin sw masa iya gw hrus 24j on wa trus perbaiki mohon!!!!,3
Sangat baik,5
"semakin di update semakin banyak fitur² lain nya, tapi kenapa pas mau unggah foto, foto nya ga muncul, di pencet² juga ga bisa, butuh waktu 10 detik nunggu foto nya muncul, terus notif nya juga hilang",3
Aku seorang Tukang bagunan,5
Wasap saya gabisa di buka teru jelek,2
👍,5
Ok bagus,5
Bagus,5
👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Yah gk bisa liat setatus gara² diapdet😥,5
upgrade belom.bisa knapa ya wa nya mau ada efek nya,5
fitur tag status whatsapp terus menerus loading padahal jaringan sangat bagus,1
"Wa keren sekarang,,,thanks wa sudah sangat memebantu pekerjaan saya",5
"Tolong hilangkan fitur ""love"" di status",1
"Sering gak muncul notif, harus di buka dulu apk nya baru masuk notif, padahal udah update",1
Aku suka,5
"wa baguss tapi,ini nggak bisa kirim pesan ama sw ,saluran ,eror apa gimana,tolong di jawab min ini lagi butuh wa banget pliss secepatnya🙏🏻",2
"tolong perbaiki nomor wa saya, seseorang menggunakan nomor saya untuk menyepam tanpa sepengetahuan saya, dan wa saya ter banned",3
INI KENAPA TIBA² GK BISA LIAT STORY WA ORG AJG? KALAU YG HANYA TULISAN BISA LIAT! SAMA GK BISA DOWNLOAD FOTO & STIKER JUGA!,1
Jos,4
OKEY,5
Tolong di bantu mau daftar ko ga bisa,5
tolonglah wa aku yg lama di peebaiki,2
Kenpa sering eror,2
"di status wa saya kok masih belum tampil notifikasi ""like"" ya padahal sudah update terbaru",5
Aplikasi WhatsApp messenger sangat bagus untuk berkomunikasi,5
Good,5
ヴィーナス,5
WA ku koq gada fitur filter yaaaaaaa???,1
ok,5
Bagus,5
Bagus,5
saya ingin mengunduh whatsapp trbaru tolong bantuanya makasih.. 🙏,5
"Kok wa sekarang gk bisa di cadangkan ya,",1
Aplikasi yang bagus,5
Keren,5
Sang at d sarankan,5
"Saya sudah mau update untuk wa versi yang sekarang tapi tidak ada tulisan update dan aplikasi wa saya masih yg dulu,dan tidak ada saluran di wa kenapa ya ??",3
bagus,5
karna pas aku mau mau matikan chat audio gk bisa mati,1
amis jambu,5
Aplikasi nya bgs bgt bisa buat wa an,5
Kenapa fitur hapus chat nya ga ada tanda urungkan?,2
"WhatsApp sekarang makin nge lag gabisa nengok status, kadang bisa tapi susah macet2 makin gajelas ni WhatsApp",2
Sangat membantu bisnis saya(＊￣︶￣＊),5
"Tolong min whatsap saya kena spam mulu,tolong perbaiki",5
Knpa nomer tlpn saya di blok,1
Ok bagus,1
punya saya gak bisa muncul kaya bisa bikin sw pake musik,5
Bagus untuk sekedar informasi jauh,5
Ok,5
"Saya merasa aneh dengan perkembangan yg begitu canggih,tapi saya merasa tidak melakukan hal yang nelanggar,jena spam,nomor baru,hp baru,,tetsp di spam,,atau jena blokir,,tolong untuk pihak WhatsApp kembali aja ke semula dinana bisa meniknati komunikasi dengan lancar 🙏🙏 terima kasih",1
Goddd,5
Untuk chat,5
Saya tidak bisa memverifikasi nomer diwhahsApp,5
saya kasih bintang 4 karena saya belum muncul mata AI di WhatsApp saya,4
Mau masuk malah muncul pemberitahuan di suruh download di website resmi.padahal sudah di download melalui playstore,1
Bagus,5
Good,5
Apkasi bagus,5
seru,5
Ok,1
Tidak dapat menggunakan watsap,4
"Saya sangat suka dengan aplikasi ini, dengan aplikasi ini saya bisa menghubungi keluarga jauh saya Terimakasih telah membuat aplikasi ini 😸",5
kenapaa org lain gabisa liat sw padahal tidakk di pripat bukan nyaa nambah baguss ini mah nambahh parahh,1
Iya,5
Akun saya selalu keluar dari wa mohon di pantau terima kasih,5
mantap man,5
Bagus,3
Ga bisa login ke nomer Smartfren,2
"Udah di update tapi ga muncul² fitur² barunya kayak musik, gelembung chat. Malah beda sendiri hp saya sama kayak punya orang tua saya mereka udah ada fitur barunya kenapa hp saya ga ada padahal merek hp sama. Bingung saya",2
top,5
Hidup ini penuh dgn ujian dn Coba.a.,5
"tolong dong fitur love (menyukai) di app sy belum ada pdhl selalu update , udh berbulan bulan belum muncul, smg segera bs diperbaiki ya, dan saran semoga wa bisa ada fitur musik nya juga",4
Coba dong upgrade biar VC ga mirorr,3
"Kok blm ke update ke fitur fitur baru sih, pdhal u dh diupdate. Gmn ni whatsapp",4
"Sialan kalau GK karena teman dan keluarga pake wa mungkin GK akan sy download wa..lemotnya nauzubillah,buat vidio pecah,kirim gambar GK muncul gambarnya",1
No telpon tdak terupdate watshap,5
Aplikasi yang mantap,5
bagus,5
Dg WhatsApp semua lbh cepat nyampai berita itu,5
Bagus,5
nyaman,5
🖒,5
"Wa saya kenapa ya selalu tidak di buka penyebabnya apa ? Spam"" gitu maksudnya apa si saya kaga ngerti baru kali ini wa saya kaya gini yang ke 2 kali nya",4
Padahal udah update tapi kok ndk dapt fitur baru kyk yg lainnya ada fitur musik nya aku kok blum ada,5
lebih oke kalau hp q TDK lama dlm upgrade fitur terbaru dari WA,5
sangat membantu komunikasi kapanpun dimanapun,5
sangat berguna bnggt,5
Blum d coba,3
"tolong perbaiki bug nya, msuk notif tpi gaada getar, biasanya selalu ada",3
Sangat sangat baguss,5
mohon maaf untuk pihak WhatsApp saya mau tanya knpaa WhatsApp saya selalu di blokir dari pihak WhatsApp nya padahal saya ga ada lakukan kn kesalahan pegang hp ga tiba ² pas buka hp kek blokir tulisan akun ini tidak bisa di gunakan karena spam padahal ga ada spam masuk tolong lh jngn di gini kn WhatsApp saya baru ² ini saya di blokir WhatsApp nya selama 6 THN lebih saya pakai nomor ini biasa ² saya tolong lah di bukain nomor saya wahai pihak WhatsApp yg terhormat terimakasih,1
Saya kena spam tolong di perbaiki dong,1
Jojocarvalho,3
mantap,5
Lumayan,5
On MI 0 in .9MI 8,5
simpel,5
Bagus bngt,5
"Whatsapp ku blm ada fitur terbaru, sedangkan whatsapp milik temanku sudah ada. Padahal whatsapp nya temenku tidak memperbarui aplikasi nya.",2
jadi lebih bisa berinteraksi,5
Terima kasih,5
Ok,5
Bagus sekali,1
"pas mau buat status gabisa,teman teman saya bisa,tolong ya",4
Bagus mendukung,5
"notifikasi yang sangat menggangu dari kontak yang sudah di senyapkan atau di privasi, notifikasi nya adalah; memeriksa pesan baru. tolong perbaiki itu",2
Tdk ada mode al,5
Bigung[poseng],5
Baik,5
kenapa nomor saya tidak bisa login padahal sudah menggunakan WhatsApp resmi,2
Klo dikasi fitur musik/lagu pas bikin status wa keknya bagus,5
Mintap kode WhatSSPP,5
Sangat sangat,4
hallo Whatsap saya kenapa tidak bisa mendapatkan fitur like status padahal sudah update?,5
Sangat baik,5
jalàñ2,3
apasi wa makin ke sini makin jelek,5
aku suka ❤️❤️❤️😊😁,5
Saya beri bintang 4 dlu nanti jika applku lancar akan saya tambahi lagi.,4
"Mnta tolong dong knapaa yaa kok gabisa buat upload vidio , apa cuma gua doang yg kek gini ? Aku gatau juga ntah ini masalah dari hp gua apa dari apk nya , tolong dong solusinyaa . Terima kasih",1
Minta farifikasih,5
Mantap,5
good,5
100💯,5
"menerima kode verifikasi nya lama bgt,sampe aku harus menunggu 1 Minggu🤬🤬🤬😡",1
Mantapp,5
aplikasi yang sangat baik,5
Assalamu'alaikum aplikasi whatsapp ini wassalam,1
Ko aku vcnya gada efeknya,5
"Alhamdulillah ya Allah, terimakasih whatsApp Msssenger",5
"Kenapa hp saya tidak dapat login whatsapp dengan alasan versi mesti yang baru, padahal saya udah menggunakan versi yang baru, tapi kalo no saya di buka di hp sodara/orang lain bisa dan ini pun saya pake whatsapp saya menggunakan prangkat bertaut tolong dong perbaiki soalnya kontak wa saya pada gak ada",3
"Assalamualaikum, untuk fitur ya bagus tapi yg di sayang kan kenapa skrng gk bisa tap foto atau perbesar foto dri si pengirim atau pun si penerima ya, terima kasih",5
te resep,1
Tidak bisa di update,3
"AKU UDAH UPDATE KO GADA BUBBLE CHAT BERWARNAAA, HUAAAA",2
Gabisa kirim gambar,1
Wa skrng knpa sihh gjls bngett,1
Sangat membantu sekali,5
Ok,5
Mantap,5
Okee,4
Bagus,5
Kok gak bisa di download,5
"Saat membuat status video/foto selalu buram, tolong admin diperbaiki bug nya, dan jika pake wifi kadang terblokir jaringan sendiri harus pake data.",4
Sangat bagus,5
Oke,4
o b n GT dr no Bu KB www VII no hi hi di hi hi hi sesuai no,4
Bagus,5
Karena membantu berkomunikasi,3
Mantap,5
Sangat bagus dan sangat membantu dalam komunikasi,5
Minta unduh tetapi di play store sudah terbaru,4
baik,4
"Geser sedikit ke atas tiba tiba nampilin chat yang ditengah tengah. Dan setiap dapet chat terbaru pasti nge lag, contoh kalau ada yang spam wa nya ga bisa diapa apain. Mohon perbaiki karena sangat mengganggu.",5
Bagus bangettt tapi lebih di update lagi biar menarik,5
bagus,5
Jos su,5
"apikasi nya baguss banget, mambantu dalam berkomunikasi dengan teman dan keluarga",5
Bgus,5
Bsguss bangett,5
Mantap,5
saya sudah update berkali kali tetapi tetap tidak ada meta ai nya,4
oke,5
mudah,5
gachorrr kangg🔥🔥🔥🔥🔥🔥,5
Kapan ada fitur baru,5
"kok gabisa rubah warna si,gasuka",5
Kenapa tampilan WhatsApp saya tidak berubah padahal versi terupdate,5
Setiyo,5
kok punyaku belum ada fitur musiknya yaa,5
pip tidak tersedia,1
Wa saya knpa blm terperbaruin,3
ahh ke blokir melulu assssu,1
Bagus,5
Ingin masuk ke program Beta,2
"Whatsapp gk bisa digunakan lagi karena spam , udah dibenerin dan bisa eh malah gk bisa lagi, katany akun ini tidaj bisa digunakan lagi karena sPam, tolong dong solusinya gimnaa ini",1
Feri tina halawa,2
Akun tiba tiba ke banned trus jing,2
"tiba"" kena spam gak ada udah merugikan hilang data semua",1
Aplikasiny berguna..cepat cuman ad masa kadarluasanya,3
Halo admin seseorang telah menggunakan WhatsApp saya tanpa ijin dan membuat group serta memasukkan kontak menjadi group mohon untuk di aktifkan kembali terimakasih,5
Wa nya kena spam Mulu padahal udah di tinjau tapi gitu lagi,1
Bagud,5
Tolong nomer saya di verifikasi,5
gud,5
Jangan Terlalu sering update,1
baik tapi banyak kesalahan dari semuaa fitur yang di aku cuma gaada yang namanya kali vidio call gaada yang namanya pake filter,4
